method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
DSATUR,hybrid,,,2,1,2q⊗1t,26,0.998757308,0.001878019,3
DSATUR,hybrid,,,2,1,2q⊗1t,27,0.998757308,0.001878019,3
DSATUR,hybrid,,,2,1,2q⊗1t,28,1,4.07E-15,3
SC,qubit,2,2,2,0,,1,0.886558219,0.034357962,3
SC,qubit,2,2,2,0,,2,0.915653357,0.02196576,2
SC,qubit,2,2,2,0,,3,0.926956525,0.025497037,2
SC,qubit,2,2,2,0,,4,0.944392383,0.029663688,2
SC,qubit,2,2,2,0,,5,0.954150132,0.031418045,2
SC,qubit,2,2,2,0,,6,0.982019127,0.017562143,2
SC,qubit,2,2,2,0,,7,1,6.97E-15,2
SC,qubit,2,3,3,0,,1,0.876569014,0.020790683,7
SC,qubit,2,3,3,0,,2,0.889904989,0.018292046,4
SC,qubit,2,3,3,0,,3,0.90204305,0.016681618,4
SC,qubit,2,3,3,0,,4,0.911736539,0.016575472,4
SC,qubit,2,3,3,0,,5,0.919573379,0.016436389,4
SC,qubit,2,3,3,0,,6,0.926935784,0.015684931,4
SC,qubit,2,3,3,0,,7,0.938838941,0.015382232,4
SC,qubit,2,3,3,0,,8,0.941021868,0.01533244,4
SC,qubit,2,3,3,0,,9,0.945493001,0.012573588,4
SC,qubit,2,3,3,0,,10,0.952219297,0.009834058,4
SC,qubit,2,3,3,0,,11,0.96562857,0.014065397,4
SC,qubit,2,3,3,0,,12,0.973165655,0.009904801,3
SC,qubit,2,3,3,0,,13,0.98103688,0.004739162,3
SC,qubit,2,3,3,0,,14,0.98511493,0.00470578,3
SC,qubit,2,3,3,0,,15,0.99030121,0.004930784,3
SC,qubit,2,3,3,0,,16,0.993716186,0.006357267,2
SC,qubit,2,3,3,0,,17,1,8.45E-15,2
SC,qubit,2,4,4,0,,1,0.861867915,0.006773948,15
SC,qubit,2,4,4,0,,2,0.871372952,0.007517949,8
SC,qubit,2,4,4,0,,3,0.878917575,0.007611752,8
SC,qubit,2,4,4,0,,4,0.885969218,0.007253819,8
SC,qubit,2,4,4,0,,5,0.891597247,0.008223148,8
SC,qubit,2,4,4,0,,6,0.899477789,0.007912098,8
SC,qubit,2,4,4,0,,7,0.905966748,0.008583725,8
SC,qubit,2,4,4,0,,8,0.911567049,0.00816833,8
SC,qubit,2,4,4,0,,9,0.916000461,0.008768694,8
SC,qubit,2,4,4,0,,10,0.922881639,0.008409791,8
SC,qubit,2,4,4,0,,11,0.928186671,0.008332896,8
SC,qubit,2,4,4,0,,12,0.93414118,0.006958357,8
SC,qubit,2,4,4,0,,13,0.941691868,0.005480026,8
SC,qubit,2,4,4,0,,14,0.947097472,0.007199327,8
SC,qubit,2,4,4,0,,15,0.951506117,0.006648663,8
SC,qubit,2,4,4,0,,16,0.956137624,0.006523264,8
SC,qubit,2,4,4,0,,17,0.963665789,0.005194513,8
SC,qubit,2,4,4,0,,18,0.969277899,0.006340974,8
SC,qubit,2,4,4,0,,19,0.971908325,0.006399812,6
SC,qubit,2,4,4,0,,20,0.975464285,0.004949537,6
SC,qubit,2,4,4,0,,21,0.977506644,0.005854179,6
SC,qubit,2,4,4,0,,22,0.978205232,0.005802023,6
SC,qubit,2,4,4,0,,23,0.980510062,0.00493403,6
SC,qubit,2,4,4,0,,24,0.984551601,0.005428193,6
SC,qubit,2,4,4,0,,25,0.986342886,0.004914157,6
SC,qubit,2,4,4,0,,26,0.990522377,0.00325451,6
SC,qubit,2,4,4,0,,27,0.990522377,0.003254509,5
SC,qubit,2,4,4,0,,28,0.99362364,0.003715182,5
SC,qubit,2,4,4,0,,29,0.995339367,0.002464771,5
SC,qubit,2,4,4,0,,30,0.998240589,0.002128585,5
SC,qubit,2,4,4,0,,31,0.998240589,0.002128585,5
SC,qubit,2,4,4,0,,32,0.998240589,0.002128585,5
SC,qubit,2,4,4,0,,33,0.9996377,9.05E-15,5
SC,qubit,2,4,4,0,,34,0.9998047,9.99E-15,4
SC,qubit,2,4,4,0,,35,0.99994076,1.00E-14,4
SC,qubit,2,4,4,0,,36,1,9.01E-15,4
SC,qubit,2,4,4,0,,37,1,7.55E-15,4
SC,qubit,2,4,4,0,,38,1,2.08E-14,3
SC,qubit,2,4,4,0,,39,1,1.26E-14,2
SC,qubit,2,5,5,0,,1,0.853636385,0.00402961,31
SC,qubit,2,5,5,0,,2,0.858423382,0.004129803,16
SC,qubit,2,5,5,0,,3,0.862947167,0.004418843,16
SC,qubit,2,5,5,0,,4,0.867496857,0.004742182,16
SC,qubit,2,5,5,0,,5,0.872204511,0.005350767,16
SC,qubit,2,5,5,0,,6,0.876746356,0.005175758,16
SC,qubit,2,5,5,0,,7,0.880700038,0.004760316,16
SC,qubit,2,5,5,0,,8,0.885259087,0.004529822,16
SC,qubit,2,5,5,0,,9,0.888970367,0.004440288,16
SC,qubit,2,5,5,0,,10,0.893148297,0.004225456,16
SC,qubit,2,5,5,0,,11,0.896397937,0.004019028,16
SC,qubit,2,5,5,0,,12,0.899822162,0.003847973,16
SC,qubit,2,5,5,0,,13,0.90392156,0.004577802,16
SC,qubit,2,5,5,0,,14,0.906907094,0.004768654,16
SC,qubit,2,5,5,0,,15,0.909764367,0.005242518,16
SC,qubit,2,5,5,0,,16,0.912746763,0.004655064,16
SC,qubit,2,5,5,0,,17,0.915008189,0.005008477,16
SC,qubit,2,5,5,0,,18,0.918225484,0.005343965,16
SC,qubit,2,5,5,0,,19,0.920893474,0.00463721,16
SC,qubit,2,5,5,0,,20,0.923854964,0.004825464,16
SC,qubit,2,5,5,0,,21,0.92712938,0.00482154,16
SC,qubit,2,5,5,0,,22,0.931355025,0.005006096,16
SC,qubit,2,5,5,0,,23,0.93407633,0.004981279,16
SC,qubit,2,5,5,0,,24,0.937216928,0.004890145,16
SC,qubit,2,5,5,0,,25,0.941495962,0.00466868,16
SC,qubit,2,5,5,0,,26,0.945415863,0.004900861,16
SC,qubit,2,5,5,0,,27,0.948820718,0.004131664,16
SC,qubit,2,5,5,0,,28,0.952368537,0.004505684,16
SC,qubit,2,5,5,0,,29,0.956572887,0.004207723,16
SC,qubit,2,5,5,0,,30,0.960220661,0.004138133,16
SC,qubit,2,5,5,0,,31,0.962632873,0.004250325,16
SC,qubit,2,5,5,0,,32,0.967090862,0.003601688,12
SC,qubit,2,5,5,0,,33,0.970517094,0.004087137,12
SC,qubit,2,5,5,0,,34,0.974389327,0.00427183,12
SC,qubit,2,5,5,0,,35,0.97845046,0.00359413,12
SC,qubit,2,5,5,0,,36,0.982119069,0.002843009,12
SC,qubit,2,5,5,0,,37,0.984763994,0.002956826,12
SC,qubit,2,5,5,0,,38,0.984958253,0.002997244,12
SC,qubit,2,5,5,0,,39,0.986155231,0.002797687,12
SC,qubit,2,5,5,0,,40,0.986386364,0.00295006,12
SC,qubit,2,5,5,0,,41,0.986807786,0.002794288,12
SC,qubit,2,5,5,0,,42,0.987024612,0.002661057,12
SC,qubit,2,5,5,0,,43,0.987682151,0.002399512,12
SC,qubit,2,5,5,0,,44,0.988545295,0.002464642,12
SC,qubit,2,5,5,0,,45,0.990285559,0.00270233,12
SC,qubit,2,5,5,0,,46,0.990650173,0.002789436,12
SC,qubit,2,5,5,0,,47,0.990650173,0.002789436,10
SC,qubit,2,5,5,0,,48,0.991591338,0.00266846,10
SC,qubit,2,5,5,0,,49,0.99209222,0.002617511,10
SC,qubit,2,5,5,0,,50,0.993766129,0.001734328,10
SC,qubit,2,5,5,0,,51,0.994255885,0.001790582,10
SC,qubit,2,5,5,0,,52,0.994255885,0.001790581,10
SC,qubit,2,5,5,0,,53,0.994730801,0.002087081,10
SC,qubit,2,5,5,0,,54,0.994730801,0.002087081,10
SC,qubit,2,5,5,0,,55,0.995697991,0.001976718,10
SC,qubit,2,5,5,0,,56,0.996312378,0.001645617,10
SC,qubit,2,5,5,0,,57,0.996783909,0.001522688,10
SC,qubit,2,5,5,0,,58,0.996983909,0.001522688,10
SC,qubit,2,5,5,0,,59,0.997283909,0.001522688,10
SC,qubit,2,5,5,0,,60,0.997509217,0.00049826,10
SC,qubit,2,5,5,0,,61,0.998009217,0.00049826,9
SC,qubit,2,5,5,0,,62,0.998364,1.18E-14,9
SC,qubit,2,5,5,0,,63,0.9985366,2.18E-14,9
SC,qubit,2,5,5,0,,64,0.9987204,7.10E-15,8
SC,qubit,2,5,5,0,,65,0.9988336,3.16E-14,8
SC,qubit,2,5,5,0,,66,0.998905,5.74E-14,8
SC,qubit,2,5,5,0,,67,0.9991107,2.28E-14,8
SC,qubit,2,5,5,0,,68,0.9992674,4.63E-14,8
SC,qubit,2,5,5,0,,69,0.9993844,6.86E-14,8
SC,qubit,2,5,5,0,,70,0.99941087,4.02E-14,8
SC,qubit,2,5,5,0,,71,0.9995243,4.62E-14,8
SC,qubit,2,5,5,0,,72,0.99959975,5.55E-14,8
SC,qubit,2,5,5,0,,73,0.9997353,1.78E-14,7
SC,qubit,2,5,5,0,,74,0.999866,4.93E-14,7
SC,qubit,2,5,5,0,,75,0.999885,2.74E-14,7
SC,qubit,2,5,5,0,,76,0.9999005,5.69E-14,7
SC,qubit,2,5,5,0,,77,0.999936,2.42E-14,7
SC,qubit,2,5,5,0,,78,0.9999647,2.09E-14,7
SC,qubit,2,5,5,0,,79,0.9999788,6.36E-14,7
SC,qubit,2,5,5,0,,80,1,2.38E-14,6
SC,qubit,2,5,5,0,,81,1,2.31E-14,6
SC,qubit,2,5,5,0,,82,1,3.39E-14,6
SC,qubit,2,5,5,0,,83,1,3.20E-14,5
SC,qubit,2,5,5,0,,84,1,5.45E-14,5
SC,qubit,2,5,5,0,,85,1,4.63E-14,5
SC,qubit,2,5,5,0,,86,1,2.83E-14,4
SC,qubit,2,5,5,0,,87,1,2.77E-14,4
SC,qubit,2,5,5,0,,88,1,1.79E-14,3
SC,qutrit,3,2,0,2,,1,0.864894311,0.029960524,8
SC,qutrit,3,2,0,2,,2,0.878999906,0.037264926,5
SC,qutrit,3,2,0,2,,3,0.885412929,0.03492264,5
SC,qutrit,3,2,0,2,,4,0.901022189,0.029608653,3
SC,qutrit,3,2,0,2,,5,0.905501944,0.030588482,3
SC,qutrit,3,2,0,2,,6,0.911589095,0.030494538,3
SC,qutrit,3,2,0,2,,7,0.918760147,0.030118097,3
SC,qutrit,3,2,0,2,,8,0.927100166,0.022994633,2
SC,qutrit,3,2,0,2,,9,0.928825545,0.024166556,2
SC,qutrit,3,2,0,2,,10,0.931915736,0.024394674,2
SC,qutrit,3,2,0,2,,11,0.937540952,0.026664453,2
SC,qutrit,3,2,0,2,,12,0.938982231,0.027089215,2
SC,qutrit,3,2,0,2,,13,0.941990527,0.027799919,2
SC,qutrit,3,2,0,2,,14,0.944465206,0.023235733,2
SC,qutrit,3,2,0,2,,15,0.947382822,0.025942301,2
SC,qutrit,3,2,0,2,,16,0.954872214,0.020782018,2
SC,qutrit,3,2,0,2,,17,0.956897258,0.01992679,2
SC,qutrit,3,2,0,2,,18,0.958250565,0.020494994,2
SC,qutrit,3,2,0,2,,19,0.961766517,0.020544806,2
SC,qutrit,3,2,0,2,,20,0.962875596,0.019469573,2
SC,qutrit,3,2,0,2,,21,0.964394862,0.018322613,2
SC,qutrit,3,2,0,2,,22,0.967372546,0.017854711,2
SC,qutrit,3,2,0,2,,23,0.970236233,0.015942799,2
SC,qutrit,3,2,0,2,,24,0.970236234,0.015942799,2
SC,qutrit,3,2,0,2,,25,0.972853952,0.016910663,2
SC,qutrit,3,2,0,2,,26,0.975545783,0.015324387,2
SC,qutrit,3,2,0,2,,27,0.980030012,0.013097362,2
SC,qutrit,3,2,0,2,,28,0.980897383,0.013107121,2
SC,qutrit,3,2,0,2,,29,0.981823815,0.011702675,2
SC,qutrit,3,2,0,2,,30,0.986260274,0.010495741,2
SC,qutrit,3,2,0,2,,31,0.995795732,0.004629555,2
SC,qutrit,3,2,0,2,,32,1,2.43E-14,2
SC,qutrit,3,3,0,3,,1,0.858932856,0.008712432,26
SC,qutrit,3,3,0,3,,2,0.862492356,0.008281873,19
SC,qutrit,3,3,0,3,,3,0.866089303,0.007811744,19
SC,qutrit,3,3,0,3,,4,0.869370272,0.007161712,10
SC,qutrit,3,3,0,3,,5,0.872279892,0.006928364,10
SC,qutrit,3,3,0,3,,6,0.87612566,0.007043679,9
SC,qutrit,3,3,0,3,,7,0.878137066,0.007249545,8
SC,qutrit,3,3,0,3,,8,0.879502224,0.007876096,8
SC,qutrit,3,3,0,3,,9,0.882460694,0.007776659,8
SC,qutrit,3,3,0,3,,10,0.886132802,0.007693822,8
SC,qutrit,3,3,0,3,,11,0.888083112,0.007211206,8
SC,qutrit,3,3,0,3,,12,0.890319714,0.006811264,8
SC,qutrit,3,3,0,3,,13,0.892833725,0.007202434,8
SC,qutrit,3,3,0,3,,14,0.895159062,0.007807224,8
SC,qutrit,3,3,0,3,,15,0.898214299,0.008255702,8
SC,qutrit,3,3,0,3,,16,0.900843399,0.008558081,8
SC,qutrit,3,3,0,3,,17,0.90271234,0.007924223,8
SC,qutrit,3,3,0,3,,18,0.904099067,0.00720863,8
SC,qutrit,3,3,0,3,,19,0.907732533,0.006855601,7
SC,qutrit,3,3,0,3,,20,0.911929804,0.006704397,7
SC,qutrit,3,3,0,3,,21,0.915952989,0.006424495,7
SC,qutrit,3,3,0,3,,22,0.919849157,0.006490036,7
SC,qutrit,3,3,0,3,,23,0.920162042,0.006513534,7
SC,qutrit,3,3,0,3,,24,0.920574115,0.00678353,7
SC,qutrit,3,3,0,3,,25,0.921422504,0.0067871,6
SC,qutrit,3,3,0,3,,26,0.921700544,0.00683642,6
SC,qutrit,3,3,0,3,,27,0.922326147,0.007094556,6
SC,qutrit,3,3,0,3,,28,0.923277928,0.007275087,6
SC,qutrit,3,3,0,3,,29,0.92460264,0.006804579,6
SC,qutrit,3,3,0,3,,30,0.925113994,0.00657867,6
SC,qutrit,3,3,0,3,,31,0.925745226,0.006217501,6
SC,qutrit,3,3,0,3,,32,0.926945895,0.00617733,6
SC,qutrit,3,3,0,3,,33,0.929167529,0.005433053,6
SC,qutrit,3,3,0,3,,34,0.931099974,0.004553788,6
SC,qutrit,3,3,0,3,,35,0.932571085,0.003994108,6
SC,qutrit,3,3,0,3,,36,0.933810136,0.004576989,6
SC,qutrit,3,3,0,3,,37,0.934945396,0.004148203,6
SC,qutrit,3,3,0,3,,38,0.935628848,0.003693077,6
SC,qutrit,3,3,0,3,,39,0.937421048,0.004376271,6
SC,qutrit,3,3,0,3,,40,0.938200658,0.004653065,6
SC,qutrit,3,3,0,3,,41,0.938225543,0.004684918,6
SC,qutrit,3,3,0,3,,42,0.939252448,0.005046552,6
SC,qutrit,3,3,0,3,,43,0.93995261,0.004958732,6
SC,qutrit,3,3,0,3,,44,0.940890355,0.005177063,6
SC,qutrit,3,3,0,3,,45,0.941715469,0.004888699,6
SC,qutrit,3,3,0,3,,46,0.942356188,0.004183101,5
SC,qutrit,3,3,0,3,,47,0.943170953,0.004181282,5
SC,qutrit,3,3,0,3,,48,0.944055406,0.00462866,5
SC,qutrit,3,3,0,3,,49,0.944724286,0.004593134,5
SC,qutrit,3,3,0,3,,50,0.946271617,0.004544437,5
SC,qutrit,3,3,0,3,,51,0.947227873,0.003963263,5
SC,qutrit,3,3,0,3,,52,0.947879808,0.004053874,5
SC,qutrit,3,3,0,3,,53,0.949557109,0.004420948,5
SC,qutrit,3,3,0,3,,54,0.949990912,0.004309796,5
SC,qutrit,3,3,0,3,,55,0.951196983,0.004183102,5
SC,qutrit,3,3,0,3,,56,0.951196983,0.004183102,5
SC,qutrit,3,3,0,3,,57,0.95295027,0.00339617,5
SC,qutrit,3,3,0,3,,58,0.955357341,0.003696692,5
SC,qutrit,3,3,0,3,,59,0.955286819,0.003714731,5
SC,qutrit,3,3,0,3,,60,0.955717295,0.00382121,5
SC,qutrit,3,3,0,3,,61,0.955930324,0.004075928,5
SC,qutrit,3,3,0,3,,62,0.956232486,0.004627422,5
SC,qutrit,3,3,0,3,,63,0.956620253,0.004800543,5
SC,qutrit,3,3,0,3,,64,0.957599237,0.004498838,5
SC,qutrit,3,3,0,3,,65,0.959562166,0.004710058,5
SC,qutrit,3,3,0,3,,66,0.961069019,0.003888638,4
SC,qutrit,3,3,0,3,,67,0.961904429,0.004328027,4
SC,qutrit,3,3,0,3,,68,0.963709066,0.003695168,4
SC,qutrit,3,3,0,3,,69,0.964085114,0.003864896,4
SC,qutrit,3,3,0,3,,70,0.966184892,0.004355064,4
SC,qutrit,3,3,0,3,,71,0.966627333,0.004217239,4
SC,qutrit,3,3,0,3,,72,0.967764916,0.003816781,4
SC,qutrit,3,3,0,3,,73,0.968478989,0.004124951,4
SC,qutrit,3,3,0,3,,74,0.968478989,0.004124952,4
SC,qutrit,3,3,0,3,,75,0.969002071,0.003927931,4
SC,qutrit,3,3,0,3,,76,0.969781455,0.003788393,4
SC,qutrit,3,3,0,3,,77,0.970691947,0.003544563,4
SC,qutrit,3,3,0,3,,78,0.971903739,0.003252763,4
SC,qutrit,3,3,0,3,,79,0.97299163,0.003182791,4
SC,qutrit,3,3,0,3,,80,0.974790924,0.002873744,4
SC,qutrit,3,3,0,3,,81,0.976115017,0.003006128,4
SC,qutrit,3,3,0,3,,82,0.976513256,0.00309406,4
SC,qutrit,3,3,0,3,,83,0.977326231,0.003652016,4
SC,qutrit,3,3,0,3,,84,0.978001587,0.003648154,4
SC,qutrit,3,3,0,3,,85,0.979294314,0.002830449,4
SC,qutrit,3,3,0,3,,86,0.9796331,0.002567752,4
SC,qutrit,3,3,0,3,,87,0.979866901,0.002593513,4
SC,qutrit,3,3,0,3,,88,0.98029364,0.002647188,4
SC,qutrit,3,3,0,3,,89,0.980293639,0.002647189,4
SC,qutrit,3,3,0,3,,90,0.981197262,0.002700108,4
SC,qutrit,3,3,0,3,,91,0.981605592,0.002732542,4
SC,qutrit,3,3,0,3,,92,0.981721391,0.002897365,4
SC,qutrit,3,3,0,3,,93,0.982569548,0.002867073,4
SC,qutrit,3,3,0,3,,94,0.98274864,0.002918375,4
SC,qutrit,3,3,0,3,,95,0.983898389,0.002876333,4
SC,qutrit,3,3,0,3,,96,0.984500676,0.003061683,4
SC,qutrit,3,3,0,3,,97,0.985613158,0.00205026,4
SC,qutrit,3,3,0,3,,98,0.98618658,0.001725115,4
SC,qutrit,3,3,0,3,,99,0.98710399,0.001485457,4
SC,qutrit,3,3,0,3,,100,0.987696318,0.001967421,4
SC,qutrit,3,3,0,3,,101,0.988343069,0.001692163,4
SC,qutrit,3,3,0,3,,102,0.988520029,0.001889828,4
SC,qutrit,3,3,0,3,,103,0.989288084,0.001700635,4
SC,qutrit,3,3,0,3,,104,0.989749678,0.001783826,4
SC,qutrit,3,3,0,3,,105,0.989749678,0.001783826,4
SC,qutrit,3,3,0,3,,106,0.990738818,0.001987245,4
SC,qutrit,3,3,0,3,,107,0.991834813,0.00150085,4
SC,qutrit,3,3,0,3,,108,0.992931218,0.001636395,4
SC,qutrit,3,3,0,3,,109,0.993390273,0.001607228,4
SC,qutrit,3,3,0,3,,110,0.993390272,0.001607226,4
SC,qutrit,3,3,0,3,,111,0.993796131,0.001311262,4
SC,qutrit,3,3,0,3,,112,0.993931364,0.001327629,4
SC,qutrit,3,3,0,3,,113,0.994767015,0.001361632,4
SC,qutrit,3,3,0,3,,114,0.995451973,0.001617595,4
SC,qutrit,3,3,0,3,,115,0.996006927,0.001816016,4
SC,qutrit,3,3,0,3,,116,0.996442365,0.001391455,4
SC,qutrit,3,3,0,3,,117,0.996528218,0.001480635,4
SC,qutrit,3,3,0,3,,118,0.997572855,0.001785573,3
SC,qutrit,3,3,0,3,,119,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,120,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,121,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,122,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,123,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,124,0.997929554,0.00173928,3
SC,qutrit,3,3,0,3,,125,0.998275721,0.001351074,3
SC,qutrit,3,3,0,3,,126,0.998275721,0.001351073,3
SC,qutrit,3,3,0,3,,127,0.998275722,0.001351074,3
SC,qutrit,3,3,0,3,,128,0.998275721,0.001351074,3
SC,qutrit,3,3,0,3,,129,0.998275721,0.001351073,3
SC,qutrit,3,3,0,3,,130,0.998275721,0.001351074,3
SC,qutrit,3,3,0,3,,131,0.998275722,0.001351074,3
SC,qutrit,3,3,0,3,,132,0.998275721,0.001351073,3
SC,qutrit,3,3,0,3,,133,0.998275721,0.001351074,3
SC,qutrit,3,3,0,3,,134,0.998539748,0.001048411,3
SC,qutrit,3,3,0,3,,135,0.999144246,0.000661819,3
SC,qutrit,3,3,0,3,,136,0.999144246,0.000661819,3
SC,qutrit,3,3,0,3,,137,0.999144246,0.000661819,2
SC,qutrit,3,3,0,3,,138,0.999144246,0.000661819,2
SC,qutrit,3,3,0,3,,139,0.999144246,0.000661819,2
SC,hybrid,,,1,1,1q⊗1t,1,0.874854911,0.033416606,5
SC,hybrid,,,1,1,1q⊗1t,2,0.883589208,0.029655097,4
SC,hybrid,,,1,1,1q⊗1t,3,0.900174721,0.032589809,4
SC,hybrid,,,1,1,1q⊗1t,4,0.91342174,0.029377079,2
SC,hybrid,,,1,1,1q⊗1t,5,0.918264607,0.029638152,2
SC,hybrid,,,1,1,1q⊗1t,6,0.924640058,0.0275522,2
SC,hybrid,,,1,1,1q⊗1t,7,0.932709242,0.02218358,2
SC,hybrid,,,1,1,1q⊗1t,8,0.947661222,0.01965754,2
SC,hybrid,,,1,1,1q⊗1t,9,0.950064979,0.02066488,2
SC,hybrid,,,1,1,1q⊗1t,10,0.965370656,0.022997352,2
SC,hybrid,,,1,1,1q⊗1t,11,0.971058477,0.023925293,2
SC,hybrid,,,1,1,1q⊗1t,12,0.972820316,0.023456549,2
SC,hybrid,,,1,1,1q⊗1t,13,0.984501895,0.020704956,2
SC,hybrid,,,1,1,1q⊗1t,14,1,4.62E-15,2
SC,hybrid,,,1,2,1q⊗2t,1,0.859831007,0.012299204,17
SC,hybrid,,,1,2,1q⊗2t,2,0.867646952,0.011458847,14
SC,hybrid,,,1,2,1q⊗2t,3,0.873450955,0.010504106,14
SC,hybrid,,,1,2,1q⊗2t,4,0.878801745,0.009509928,8
SC,hybrid,,,1,2,1q⊗2t,5,0.884040311,0.008493584,8
SC,hybrid,,,1,2,1q⊗2t,6,0.88967396,0.006258517,7
SC,hybrid,,,1,2,1q⊗2t,7,0.895046796,0.006184087,7
SC,hybrid,,,1,2,1q⊗2t,8,0.899757662,0.00636565,7
SC,hybrid,,,1,2,1q⊗2t,9,0.904555296,0.006005498,6
SC,hybrid,,,1,2,1q⊗2t,10,0.908515908,0.007193215,6
SC,hybrid,,,1,2,1q⊗2t,11,0.911542801,0.007701414,6
SC,hybrid,,,1,2,1q⊗2t,12,0.913976199,0.007463181,6
SC,hybrid,,,1,2,1q⊗2t,13,0.917810806,0.006082729,6
SC,hybrid,,,1,2,1q⊗2t,14,0.920243306,0.005034491,6
SC,hybrid,,,1,2,1q⊗2t,15,0.924156772,0.006182731,5
SC,hybrid,,,1,2,1q⊗2t,16,0.926888869,0.005899002,5
SC,hybrid,,,1,2,1q⊗2t,17,0.930460974,0.007385565,5
SC,hybrid,,,1,2,1q⊗2t,18,0.934539031,0.005582213,5
SC,hybrid,,,1,2,1q⊗2t,19,0.936275456,0.005697727,5
SC,hybrid,,,1,2,1q⊗2t,20,0.940511369,0.006762631,5
SC,hybrid,,,1,2,1q⊗2t,21,0.945158282,0.007193547,5
SC,hybrid,,,1,2,1q⊗2t,22,0.94837324,0.006092325,4
SC,hybrid,,,1,2,1q⊗2t,23,0.953118636,0.005159495,4
SC,hybrid,,,1,2,1q⊗2t,24,0.956771574,0.004750431,4
SC,hybrid,,,1,2,1q⊗2t,25,0.959471625,0.003362594,4
SC,hybrid,,,1,2,1q⊗2t,26,0.961169917,0.003829671,4
SC,hybrid,,,1,2,1q⊗2t,27,0.961805936,0.003349534,4
SC,hybrid,,,1,2,1q⊗2t,28,0.961805936,0.003349534,4
SC,hybrid,,,1,2,1q⊗2t,29,0.961805936,0.003349535,4
SC,hybrid,,,1,2,1q⊗2t,30,0.963013486,0.003488449,4
SC,hybrid,,,1,2,1q⊗2t,31,0.967075209,0.002998925,4
SC,hybrid,,,1,2,1q⊗2t,32,0.971508932,0.001528838,4
SC,hybrid,,,1,2,1q⊗2t,33,0.973718644,0.002083681,4
SC,hybrid,,,1,2,1q⊗2t,34,0.975160635,0.002561161,4
SC,hybrid,,,1,2,1q⊗2t,35,0.977620372,0.002799275,4
SC,hybrid,,,1,2,1q⊗2t,36,0.978001105,0.002704148,4
SC,hybrid,,,1,2,1q⊗2t,37,0.979215767,0.001887064,4
SC,hybrid,,,1,2,1q⊗2t,38,0.979574078,0.002198647,4
SC,hybrid,,,1,2,1q⊗2t,39,0.979574078,0.002198647,4
SC,hybrid,,,1,2,1q⊗2t,40,0.979574078,0.002198647,4
SC,hybrid,,,1,2,1q⊗2t,41,0.980819183,0.002531291,4
SC,hybrid,,,1,2,1q⊗2t,42,0.983802843,0.002436668,4
SC,hybrid,,,1,2,1q⊗2t,43,0.989362812,0.003497156,4
SC,hybrid,,,1,2,1q⊗2t,44,0.992925359,0.00296666,4
SC,hybrid,,,1,2,1q⊗2t,45,0.994523594,0.002377169,4
SC,hybrid,,,1,2,1q⊗2t,46,0.994523594,0.002377171,4
SC,hybrid,,,1,2,1q⊗2t,47,0.994523594,0.002377171,4
SC,hybrid,,,1,2,1q⊗2t,48,0.996491824,0.001867901,4
SC,hybrid,,,1,2,1q⊗2t,49,0.996491824,0.001867901,4
SC,hybrid,,,1,2,1q⊗2t,50,0.996491825,0.001867901,4
SC,hybrid,,,1,2,1q⊗2t,51,0.998202322,0.001840746,4
SC,hybrid,,,1,2,1q⊗2t,52,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,53,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,54,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,55,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,56,0.998202322,0.001840747,3
SC,hybrid,,,1,2,1q⊗2t,57,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,58,0.998202322,0.001840747,3
SC,hybrid,,,1,2,1q⊗2t,59,0.998202321,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,60,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,61,0.998202322,0.001840746,3
SC,hybrid,,,1,2,1q⊗2t,62,1,1.63E-14,3
SC,hybrid,,,1,2,1q⊗2t,63,1,2.21E-14,3
SC,hybrid,,,1,2,1q⊗2t,64,1,5.54E-14,3
SC,hybrid,,,1,2,1q⊗2t,65,1,1.57E-14,2
SC,hybrid,,,1,2,1q⊗2t,66,1,1.46E-14,2
SC,hybrid,,,1,2,1q⊗2t,67,1,2.29E-14,2
SC,hybrid,,,1,2,1q⊗2t,68,1,3.13E-14,2
SC,hybrid,,,1,2,1q⊗2t,69,1,6.83E-15,2
SC,hybrid,,,1,2,1q⊗2t,70,1,4.39E-14,1
SC,hybrid,,,2,1,2q⊗1t,1,0.869837522,0.011563881,11
SC,hybrid,,,2,1,2q⊗1t,2,0.87909514,0.011314066,8
SC,hybrid,,,2,1,2q⊗1t,3,0.886613412,0.012472264,8
SC,hybrid,,,2,1,2q⊗1t,4,0.897705602,0.011738983,7
SC,hybrid,,,2,1,2q⊗1t,5,0.904962507,0.012638354,7
